lemma	codlem	gen	codmorf	keep	throwLst
reuerso	V1		VmF	r1433	DC62C,DC62D
reuisito	V1		VmF	r1443	DC655
reuoluo	V3		VmH	r1449	DC667,DC668
rex	N3B	m	NcC	r0645	DC66G
rhapisma	N3B	n	NcC	r0652	DC67G
rheuma	N3B	n	NcC	r0664	DC689
ricto	V1		VmF	r1454	DC6C6
rigido	V1		VmF	r1458	DC6EA
rito	V1		VmF	r1464	DC744
riuo	V1		VmF	r1465	DC75F
robur	N3B	n	NcC	r0769	DC79G
roncho	V1		VmF	r1473	DC843
rostro	V1		VmF	r1475	DC8AB
rubedo	N3B	f	NcC	r0834	DC919
rubrico	V1		VmF	r1481	DC938
ructamen	N3B	n	NcC	r0856	DC951
rudimen	N3B	n	NcC	r9871	DC967
rudus	N3B	n	NcC	r1990	DC96G
rugio	V4		VmL	r1488	DC990
rumigo	V1		VmF	r1492	DC9B3
rumo	V1		VmF	r1495	DC9A5,DC9A6,DC9A7
runco	N3B	m	NcC	r0907	DC9D7
ruo	V3		VmH	r1499	DC973
rupes	N3B	f	NcC	r0908	DC9E8
rupex	N3B	m	NcC	r0910	DC9E9
rupico	N3B	m	NcC	r0912	DC9EB
saccello	V1		VmF	s0023	DCA8F
sacco	N3B	m	NcC	s0032	DCA99,DCA9A,DCA9B
sacer	N2/1	*	Af-	s0040	DCAB0,72262
sagmen	N3B	n	NcC	s0128	DCB45,DCB46
sagochlamys	N3B	f	NcC	s0129	DCB4F
sal	N3B	m	NcC	s0136	DCB80
salsamen	N3B	n	NcC	s9191	DCC29
salsilago	N3B	f	NcC	s0195	DCC36
salsitudo	N3B	f	NcC	s0198	DCC37
salso	V1		VmF	s0200	DCC2B
salsugo	N3B	f	NcC	s0201	DCC3A
saluifico	V1		VmF	s0229	DCC9E
salus	N3B	f	NcC	s0233	DCCAC,DCCA9,DCCAA,DCCAB
sancio	V4		VmL	s0267	DCCE9
sanctifico	V1		VmF	s0273	DCCEH
sanctitudo	N3B	f	NcC	s0283	DCCFH
sandalis	N3B	f	NcC	s0289	DCCH4
sanguis	N3B	m	NcC	DCD0D	DCD0E,DCD0F,DCD0G,DCD0H
saphon	N3B	m	NcC	s0335	DCD3A
sapio	V5		VmM	s0339	DCD33,DCD34
sapo	N3B	m	NcC	s0341	DCD46
sario	V4		VmL	s0391	DCDA8
sartago	N3B	f	NcC	s0405	DCDD9
satisdatio	N3B	f	NcC	s0430	DCDH5
satisfacio	V5		VmM	s0433	DCDH6
satrix	N3B	f	NcC	s0443	DCDHE
scabitudo	N3B	f	NcC	s0504	DCE85
scabredo	N3B	f	NcC	s0507	DCE8B
scalpello	V1		VmF	s0529	DCEF5
scamma	N3B	n	NcC	s0541	DCEGF,DCEGG
scarizo	V1		VmF	s0578	DCF7G
schema	N3B	n	NcC	s0614	DCG19
schisma	N3B	n	NcC	s0618	DCG3D
scholares	N3B	m	NcC	s0626	DCG48
scholarius	N2/1	*	Af-	s0627	DCG4E
scholasticus	N2	m	NcB	s0628	DCG50
scolax	N3B	m	NcC	s0691	DCGH2
scopo	V1		VmF	s0707	DCH0F
scotoma	N3B	n	NcC	s0745	DCH61
scripturio	V4		VmL	s0773	DCHAF
secale	N3B	n	NcC	s0854	DD060
seco	V1		VmF	s0864	DD065,DD066
secundo	V1		VmF	s0887	DD0B4
securis	N3B	f	NcC	s0894	DD0C6,DD0CG
sedile	N3B	n	NcC	s0916	DD0FH,DD0G0
sedimen	N3B	n	NcC	s0917	DD0G2,DD0G3,DD0G4
seges	N3B	f	NcC	s0934	DD108
semen	N3B	n	NcC	s0991	DD194
semisso	V1		VmF	s1151	DD1DG
senatrix	N3B	f	NcC	s1201	DD1H4
sensifico	V1		VmF	s1223	DD241
sentino	V1		VmF	s1241	DD264
sentio	V4		VmL	s1243	DD266,DD267
sepulto	V1		VmF	s1332	DD2D0
sepultura	N1	f	NcA	s1290	DD2D5
sermo	N3B	m	NcC	s1376	DD340,DD341,DD343,DD33H
serpedo	N3B	f	NcC	s1388	DD358
serrago	N3B	f	NcC	s1403	DD36F
seruitudo	N3B	f	NcC	s1425	DD3C5
sido	V3		VmH	s9912	DD4D7
sigma	N3B	n	NcC	s1608	DD4GG
signifer	N2	m	NcB	s1616	DD50A
siligo	N3B	f	NcC	s1651	DD549
similago	N3B	f	NcC	s1682	DD574
similitudo	N3B	f	NcC	s1688	DD57D
simplico	V1		VmF	s1703	DD58H
simplo	V1		VmF	s1705	DD58D
sinapizo	V1		VmF	s1729	DD5AG
sinopis	N3B	f	NcC	s1758	DD5EE
sinuamen	N3B	n	NcC	s1759	DD5FC
sisto	V3		VmH	s1791	DD61E
sitarchia	N1	f	NcA	s1799	DD62C
smegma	N3B	n	NcC	s1823	DD665
sobrio	V1		VmF	s1835	DD686
soccito	V1		VmF	s1838	DD698
sol	N3B	m	NcC	s1867	DD6EB,DD6EA
soliar	N3B	n	NcC	s1891	DD72F
solitudo	N3B	f	NcC	s1915	DD759,DD757,DD758
sollicitudo	N3B	f	NcC	s1928	DD76H
solor	V1		VmF	s1937	DD6G3
sophia	N1	f	NcA	s1982	DD7F2
sophisma	N3B	n	NcC	s1983	DD7F3
sorex	N3B	m	NcC	s2018	DD804
sospito	V1		VmF	s2046	DD846
spado	N3B	m	NcC	s2054	DD88B,DD88C
spargo	N3B	f	NcC	s2063	DD8D0
spasma	N3B	n	NcC	s2076	DD8E8,DD8E9,DD8EA
specular	N3B	n	NcC	s2124	DD925
sperma	N3B	n	NcC	s2143	DD95F
sphragitis	N3B	f	NcC	s2174	DD97D
spiramen	N3B	n	NcC	s2208	DD9D4
spissitudo	N3B	f	NcC	s2222	DD9EC
splendico	V1		VmF	s2230	DD9FB
splendido	V1		VmF	s2231	DD9FD
splendifico	V1		VmF	s2233	DD9FF
sponsalia	N3B	n	NcC	s2273	DDA08
sponso	V1		VmF	s2276	DDA0G
spurcamen	N3B	n	NcC	s2301	DDA41
stabilito	V1		VmF	s2342	DDA8A,DDA8B,DDA8C
stamen	N3B	n	NcC	s2370	DDAH7
staphyloma	N3B	n	NcC	s2380	DDB42
stater	N3B	m	NcC	s2385	DDB67
stello	V1		VmF	s2424	DDBD4,DDBD5
stema	N3B	n	NcC	DDBEE	DDBEF
stemma	N3B	n	NcC	s2427	DDBEG,DDBEH,DDBF0,DDBF1
stercus	N3B	n	NcC	s2442	DDBGF
stigma	N3B	n	NcC	s2466	DDC2G,DDC2H,DDC30,DDC31
stilo	V1		VmF	s2479	DDC38
stipendior	V1		VmF	s2497	DDC6D
sto	V1		VmF	s1430	DDB54,DDB55
stramen	N3B	n	NcC	s2553	DDCG1,DDCG2
strepito	V1		VmF	s2585	DDD3H
stroma	N3B	n	NcC	s2619	DDD9E,DDD9F
strues	N3B	f	NcC	s2637	DDDBG
struthio	N3B	m	NcC	s2650	DDDD7
stupido	V1		VmF	s2669	DDDGG
subarro	V1		VmF	s2755	DDE4B,DDE4A
subcustos	N3B	m	NcC	s2804	DDE83
subito	V1		VmF	s2909	DDED4,DDED5
subligar	N3B	n	NcC	s2939	DDEF5
subluco	V1		VmF	s2954	DDEG3
subneruo	V1		VmF	s2998	DDF04
subo	V1		VmF	s3008	DDE43
subsisto	V3		VmH	s3133	DDF5B
substantia	N1	f	NcA	s7603	DDF5H,DDF64,DDF60,DDF65,DDF61,DDF62,DDF63
subtemen	N3B	n	NcC	s3172	DDF8D
subtilio	V1		VmF	s3211	DDF9D,DDF9E
subuentrile	N3B	n	NcC	s6232	DDFC5
sudis	N3B	m	NcC	s3329	DDG02
sufficio	V5		VmM	s3351	DDG24
sufflamen	N3B	n	NcC	s3361	DDG2H,DDG2G
suffulcio	V4		VmL	s3389	DDG4F
suffumo	V1		VmF	s3394	DDG4H
sum	VA		VaN	s3436	D5DAA
summo	V1		VmF	s3447	DDGAD,DDGAE,DDGAF,DDGAG,DDGAC
supererogo	V1		VmF	s3534	DDH22
superhumerale	N3B	n	NcC	s3574	DDH44
supernas	N3B	m	NcC	s3639	DDH68
supernauigo	V1		VmF	s3643	DDH6A
superordino	V1		VmF	s3656	DDH6G
supersto	V1		VmF	s3700	DDH9C
supersum	VA		VmN	s3704	DDH24
superuenio	V4		VmL	s3725	DDHAG
superundo	V1		VmF	s3731	DDHBD
suppedio	V4		VmL	DDHCG	DDHCH
suppetior	V1		VmF	s3754	DDHD8
surdigo	N3B	f	NcC	s3824	DE023
surdo	V1		VmF	s3827	DE022
surio	V4		VmL	s3831	DE036
suscepto	V1		VmF	s3841	DE055
sustineo	V2		VmG	s3878	DE08B,DE08C
susurro	V1		VmF	s3884	DE090
syllogizo	V1		VmF	s3920	DE0C7
symplegas	N3B	f	NcC	s3934	DE0DA
sympsalma	N3B	n	NcC	s3939	DE0DD
synaxis	N3B	f	NcC	s3946	DE0E4
synthema	N3B	n	NcC	s3994	DE0GF,DE0GE
syrma	N3B	n	NcC	s4009	DE100
systema	N3B	n	NcC	s4016	DE10B
tabulo	V1		VmF	t0033	DEDCB,DEDC9,DEDCA
taciturio	V4		VmL	t9036	DEDG1
taedio	V1		VmF	t0045	DEDH1
talipedo	V1		VmF	t0069	DEE72
tapinoma	N3B	n	NcC	t0110	DEF00
tenebro	V1		VmF	t0284	DEG8A
teres	N3A	*	Af-	t0340	DEH0H
terminus	N2	m	NcB	t0361	DEH44,DEH45,DEH46,DEH42,DEH47,DEH43
testis	N3B	m	NcC	DF024	DF025
tetrans	N3B	m	NcC	t0481	DF048
tetrinnio	V4		VmL	t0503	DF052
theatrum	N2	n	NcB	t0542	DF0BA
thesaurizo	V1		VmF	t0592	DF0H1
thoracium	N2	n	NcB	t0617	DF134
thymiama	N3B	n	NcC	t0644	DF16G
thyrsus	N2	m	NcB	t0664	DF172
tibicino	V1		VmF	t0675	DF17H
tinnito	V1		VmF	t0718	DF1FH
tintinno	V1		VmF	t0726	DF1GG
titio	V1		VmF	t0747	DF231
tonitruo	V1		VmF	t0803	DF2D4
tono	V1		VmF	t0796	DF2BG
torculo	V1		VmF	t0835	DF304
tosto	V1		VmF	t0884	DF3AB
trabes	N3B	f	NcC	DF3E3	DF3E4
tragemata	N3B	n	NcC	t0936	DF437
transfluuio	V1		VmF	t1007	DF4A8
transpungo	V3		VmH	t1087	DF4EB
transuerso	V1		VmF	t1108	DF4FC,DF4FD
transumo	V3		VmH	t1113	DF4GA
triens	N3B	m	NcC	t1240	DF63C
triplo	V1		VmF	t1351	DF69G
trisso	V1		VmF	t1380	DF6CC
trituro	V1		VmF	t1409	DF6F0
trochlea	N1	f	NcA	t1434	DF6H5
trucilo	V1		VmF	t1453	DF75A
tubicino	V1		VmF	t1694	DF7C3
tubo	V1		VmF	t1696	DF7B7
tudito	V1		VmF	t1711	DF7DA
turbulento	V1		VmF	t1775	DF839
turpedo	N3B	f	NcC	t1801	DF877
turriger	N2/1	*	Af-	t1813	DF88H
tympanizo	V1		VmF	t1860	DF8EE
uado	V1		VmF	u0024	DE15C
ualedico	V3		VmH	u0047	DE1B9
ualetudo	N3B	f	NcC	u0053	DE1D3,DE1D4
ualido	V1		VmF	u0056	DE1DB
uas	N3B	n	NcC	u0132	DE28D,DE28F,DE28G,DE290,DE28C
uaso	N3B	m	NcC	u0136	DE2AB
uauato	N3B	m	NcC	u9156	DE2E7
uberto	V1		VmF	u9161	DE2G8
udo	N3B	m	NcC	u0175	DE2HC
udo	V1		VmF	u0174	DE2HA
uectis	N3B	m	NcC	u0191	DE31C
uegetamen	N3B	n	NcC	u0200	DE333
uelamen	N3B	n	NcC	u0222	DE362
uenio	V4		VmL	u0300	DE3EG
uenor	V1		VmF	u0302	DE39B
uenter	N3B	m	NcC	u0304	DE3G7
uento	V1		VmF	u0313	DE3FE
uentrale	N3B	n	NcC	u0315	DE3HE
uerbero	N3B	m	NcC	u0362	DE42C
uerecundor	V1		VmF	u9366	DE451
uero	V1		VmF	u0410	DE41C
uerro	V3		VmH	u0417	DE4D4,DE4D5
uertex	N3B	m	NcC	u0446	DE4H4
uertigino	V1		VmF	u0412	DE501
uesperugo	N3B	f	NcC	u0493	DE53C
uestis	N3B	f	NcC	u0515	DE568,DE569
uiatrix	N3B	f	NcC	u0568	DE5F7
uibramen	N3B	n	NcC	u0576	DE5FB
uibrisso	V1		VmF	u9573	DE5FF
uictimo	V1		VmF	u0612	DE637
uictualia	N3B	n	NcC	u0621	DE63G
uigeo	V2		VmG	u0636	DE67F
uilifico	V1		VmF	u0658	DE6AG
uinculo	V1		VmF	u0691	DE6GE
uindemio	V1		VmF	u0698	DE6H3,DE6H2
uindicatrix	N3B	f	NcC	u0704	DE6HD
uio	V1		VmF	u0730	DE5DG,DE5DH
uirago	N3B	f	NcC	u0753	DE75B
uiride	N3B	n	NcC	u0591	DE79B,DE79C
uirido	V1		VmF	u0787	DE796
uis	N3B	f	NcC	u0804	DE7D6,DE7D7,DE7D8,DE7D5
uitalia	N3B	n	NcC	u0838	DE803
uitalis	N3A	*	Af-	u0838	DE804
uitis	N3B	f	NcC	u0869	DE813
uitulamen	N3B	n	NcC	u0885	DE836
ulcus	N3B	n	NcC	u0922	DE871
ultimo	V1		VmF	u0942	DE87H
ululamen	N3B	n	NcC	u0959	DE89C
umecta	N2	n	NcB	u0983	DE8A9
umerus	N2	m	NcB	u0988	DE8AB
uncino	V1		VmF	u1013	DE8C9
unco	V1		VmF	u1017	DE8BF
uno	V1		VmF	u1131	DE8BB
uocamen	N3B	n	NcC	u1141	DE920
uolumen	N3B	n	NcC	u1182	DE989
uorago	N3B	f	NcC	u1218	DE9AD
uox	N3B	f	NcC	u1228	DE9DF,DE9DB,DE9DC,DE9DD,DE9DE,DE9DA
urco	V1		VmF	u7247	DE9FE
uredo	N3B	f	NcC	u1248	DE9G5
urigo	N3B	f	NcC	u1253	DE9GC
usia	N1	f	NcA	u1280	DEA27,DEA26
zema	N3B	n	NcC	z0016	DECGG
