lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
libra	N1	f	NcA	3	1	0	1	0	2	22995(l0699),114834(D8BG6),114835(D8BG7)	lemma/110411
librarium	N2	n	NcB	3	1	0	1	0	2	23000(l0704),114842(D8BGH),114843(D8BH0)	lemma/110419
librata	N1	f	NcA	2	1	0	0	0	2	114846(D8BH2),114847(D8BH3)	lemma/62119
libratio	N3B	f	NcC	2	1	0	1	0	1	114849(D8BH5),23002(l0705)	lemma/110420
libro	V1		VmF	4	1	0	1	0	3	23009(l0711),114836(D8BGC),114837(D8BGD),114838(D8BGE)	lemma/110426
libum	N2	n	NcB	2	1	0	1	0	1	23011(l0712),114772(D8BHB)	lemma/110428
licentia	N1	f	NcA	3	1	0	1	0	2	114862(D8BHH),114861(D8BHG),23018(l9883)	lemma/111124
licentiosus	N2/1	*	Af-	2	1	0	1	0	1	114863(D8C01),23020(l0714)	lemma/110430
lichia	N1	f	NcA	2	1	0	0	0	2	114871(D8C09),114872(D8C0A)	lemma/62137
liciae	N1	f	NcA	2	1	0	0	0	2	114879(D8C0H),114880(D8C0G)	lemma/62142
liciatorium	N2	n	NcB	2	1	0	1	0	1	114883(D8C12),23027(l0720)	lemma/110439
liciatus	N2/1	*	Af-	2	0	1	1	0	1	23028(l0721),114882(D8C13)	hypolemma/88308
licinium	N2	n	NcB	3	1	0	1	0	2	114887(D8C18),114886(D8C17),23030(l0723)	lemma/110442
licinius	N2/1	*	Af-	2	1	0	0	1	1	58622(47193),114888(D8C19)	lemma/62147
licinus	N2/1	*	Af-	2	1	0	1	0	1	23031(l0724),114884(D8C1A)	lemma/110443
licitator	N3B	m	NcC	2	1	0	1	0	1	23033(l0726),114896(D8C1E)	lemma/110445
licius	N2/1	*	Af-	3	1	0	0	1	2	58624(47205),114856(D8C1H),114857(D8C20)	lemma/62152
lictores	N3B	m	NcC	2	1	0	0	0	2	114903(D8C29),114904(D8C28)	lemma/62159
lida	N1	f	NcA	3	1	0	0	0	3	114914(D8C33),114912(D8C31),114913(D8C32)	lemma/62168
lidia	N1	f	NcA	2	1	0	0	0	2	114927(D8C3C),114926(D8C3B)	lemma/62174
lidis	N3B	m	NcC	2	1	0	0	0	2	114917(D8C3H),114916(D8C3G)	lemma/62177
lidius	N2/1	*	Af-	2	1	0	0	1	1	114920(D8C41),58631(47214)	lemma/62179
lido	V3		VmH	3	1	0	1	0	2	114918(D8C38),114919(D8C39),23038(l0731)	lemma/110451
lienteria	N1	f	NcA	2	1	0	1	0	1	23045(l0735),114945(D8C4H)	lemma/110458
liga	N1	f	NcA	4	1	0	0	0	4	114960(D8C5C),114959(D8C5B),114958(D8C5A),114957(D8C59)	lemma/62203
ligamen	N3B	n	NcC	4	1	0	1	0	3	114966(D8C5F),114967(D8C5G),114965(D8C5E),23048(l0737)	lemma/110461
ligamentum	N2	n	NcB	2	1	0	1	0	1	23049(l0738),114964(D8C5H)	lemma/110462
ligatio	N3B	f	NcC	3	1	0	1	0	2	114976(D8C6B),114975(D8C6A),23050(l0739)	lemma/110463
ligatura	N1	f	NcA	3	1	0	1	0	2	114980(D8C6G),114979(D8C6F),23051(l9884)	lemma/111125
ligna	N1	f	NcA	2	1	0	1	0	1	23054(l0750),114995(D8C7B)	lemma/110476
lignagium	N2	n	NcB	3	1	0	0	0	3	114998(D8C7F),114997(D8C7E),114996(D8C7D)	lemma/62222
lignamen	N3B	n	NcC	2	1	0	0	0	2	115002(D8C82),115001(D8C81)	lemma/62226
lignarium	N2	n	NcB	5	1	0	1	0	4	115005(D8C8B),115006(D8C8C),115003(D8C89),115004(D8C8A),23055(l0742)	lemma/110468
lignarius	N2/1	*	Af-	2	1	0	1	0	1	23057(l0742),115007(D8C8D)	lemma/110466
lignum	N2	n	NcB	5	1	0	1	0	4	23065(l0750),114994(D8CA0),114993(D8C9H),114992(D8C9G),114991(D8C9F)	lemma/110478
ligo	V1		VmF	3	1	0	1	0	2	23070(l0753),114955(D8C62),114956(D8C63)	lemma/110481
ligua	N1	f	NcA	2	1	0	0	0	2	115029(D8CA4),115030(D8CA5)	lemma/62254
ligula	N1	f	NcA	4	1	0	1	0	3	115033(D8CA9),115034(D8CAA),115035(D8CAB),23071(l0755)	lemma/110483
ligurium	N2	n	NcB	2	1	0	0	0	2	115038(D8CB1),115039(D8CB2)	lemma/62264
ligurius	N2/1	*	Af-	2	1	0	0	0	2	115041(D8CB4),115040(D8CB3)	lemma/62265
ligustrum	N2	n	NcB	2	1	0	1	0	1	23078(l0760),115046(D8CB5)	lemma/110488
lilietum	N2	n	NcB	2	1	0	1	0	1	23080(l0762),115054(D8CBA)	lemma/110490
lilium	N2	n	NcB	4	1	0	1	0	3	115049(D8CBH),115048(D8CBG),115047(D8CBF),23083(l0764)	lemma/110492
lima	N1	f	NcA	3	1	0	1	0	2	23084(l0765),115061(D8CC1),115060(D8CC0)	lemma/110493
limbatus	N2/1	*	Af-	2	1	0	1	0	1	23092(l0771),115079(D8CCG)	lemma/110499
limbus	N2	m	NcB	3	1	0	1	0	2	115077(D8CD2),115078(D8CD3),23095(l0773)	lemma/110502
limen	N3B	n	NcC	2	1	0	1	0	1	115084(D8CD4),23096(l0774)	lemma/110503
limenarcha	N1	m	NcA	2	1	0	1	0	1	23097(l0775),115082(D8CD5)	lemma/110504
liminare	N3B	n	NcC	2	1	0	0	0	2	115086(D8CD8),115087(D8CDA)	lemma/62289
limitatio	N3B	f	NcC	2	1	0	1	0	1	115096(D8CE1),23108(l0786)	lemma/110515
limma	N3B	n	NcC	2	1	0	1	0	1	115100(D8CE9),23112(l0789)	lemma/110518
limpido	V1		VmF	2	1	0	1	0	1	23125(l0799),148228(D8CF2)	lemma/110532
limpor	N3B	m	NcC	2	1	0	1	0	1	115112(D8CF4),23127(l0801)	lemma/110534
limula	N1	f	NcA	2	1	0	1	0	1	115116(D8CF9),23128(l0802)	lemma/110535
lina	N1	f	NcA	3	1	0	0	0	3	115121(D8CFD),115120(D8CFC),115119(D8CFB)	lemma/62316
linagium	N2	n	NcB	2	1	0	0	0	2	115123(D8CFE),115124(D8CFF)	lemma/62317
linaria	N1	f	NcA	4	1	0	1	0	3	115128(D8CG0),115129(D8CG1),115127(D8CFH),23138(l0810)	lemma/110548
linarius	N2/1	*	Af-	2	1	0	1	0	1	23140(l0810),115126(D8CG2)	lemma/110547
linea	N1	f	NcA	5	1	0	1	0	4	115148(D8CH2),115150(D8CH4),115149(D8CH3),115147(D8CH1),23142(l0730)	lemma/110450
lineamentum	N2	n	NcB	2	1	0	1	0	1	115152(D8CH6),23144(l0813)	lemma/110552
lineatim	I		X--	2	1	0	1	0	1	23148(l0816),115154(D8CHA)	lemma/110556
lineo	V1		VmF	2	1	0	1	0	1	115146(D8CH8),23150(l0818)	lemma/110558
linga	N1	f	NcA	2	1	0	0	0	2	115162(D8D01),115163(D8D02)	lemma/62344
lingua	N1	f	NcA	2	1	0	1	0	1	115173(D8D0A),23154(l0822)	lemma/110562
linguagium	N2	n	NcB	3	1	0	0	0	3	115176(D8D0D),115177(D8D0E),115175(D8D0C)	lemma/62353
linguarium	N2	n	NcB	2	1	0	1	0	1	115179(D8D10),23155(l0823)	lemma/110563
linguatus	N2/1	*	Af-	2	0	1	1	0	1	23157(l0825),115181(D8D13)	hypolemma/83147
lingulatus	N2/1	*	Af-	2	1	0	1	0	1	23160(l0828),115186(D8D17)	lemma/110568
linguositas	N3B	f	NcC	2	1	0	0	0	2	115188(D8D18),115189(D8D19)	lemma/62361
liniamentum	N2	n	NcB	3	1	0	0	0	3	115198(D8D22),115197(D8D21),115196(D8D20)	lemma/110552
linio	V1		VmF	2	1	0	1	0	1	23170(l0818),115193(D8D23)	lemma/110558
linistema	N1	f	NcA	2	1	0	0	0	2	115212(D8D2H),115213(D8D30)	lemma/62382
linna	N1	f	NcA	2	1	0	1	0	1	115217(D8D35),23176(l0840)	lemma/110581
linosa	N1	f	NcA	2	1	0	0	0	2	115224(D8D3B),115223(D8D3A)	lemma/62391
linteator	N3B	m	NcC	2	1	0	1	0	1	23188(l0850),115230(D8D40)	lemma/110591
linteum	N2	n	NcB	2	1	0	1	0	1	115229(D8D44),23194(l0837)	lemma/110578
liquabilis	N3A	*	Af-	2	1	0	1	0	1	115258(D8D5C),23211(l0871)	lemma/110613
liquamen	N3B	n	NcC	2	1	0	1	0	1	115261(D8D5E),23212(l0872)	lemma/110614
liquamentum	N2	n	NcB	2	1	0	1	0	1	23213(l0873),115260(D8D5F)	lemma/110615
liquatio	N3B	f	NcC	2	1	0	1	0	1	115264(D8D62),23218(l9879)	lemma/111119
liquatorium	N2	n	NcB	2	1	0	1	0	1	23219(l0879),115265(D8D63)	lemma/110621
liqueo	V2		VmG	2	1	0	1	0	1	23222(l0881),115256(D8D67)	lemma/110623
liquesco	V3		VmH	2	1	0	1	0	1	115269(D8D69),23223(l0881)	lemma/110624
liquis	N3A	*	Af-	2	1	0	1	0	1	115257(D8D6D),23230(l0886)	lemma/110630
liquo	V1		VmF	3	1	0	1	0	2	23231(l0887),115253(D8D5G),115254(D8D5H)	lemma/110631
lira	N1	f	NcA	3	1	0	1	0	2	23234(l0890),115272(D8D6E),115273(D8D6F)	lemma/110634
liramentum	N2	n	NcB	2	1	0	1	0	1	115274(D8D6G),23235(l0891)	lemma/110635
lis	N3B	f	NcC	2	1	0	1	0	1	23239(l0895),115299(D8D76)	lemma/110639
lisae	N1	f	NcA	2	1	0	1	0	1	115283(D8D78),23240(l0896)	lemma/110640
lischa	N1	f	NcA	2	1	0	0	0	2	115285(D8D7B),115286(D8D7C)	lemma/62442
liseria	N1	f	NcA	2	1	0	0	0	2	115289(D8D7F),115290(D8D7G)	lemma/62445
lista	N1	f	NcA	2	1	0	0	0	2	115293(D8D82),115294(D8D83)	lemma/62448
litera	N1	f	NcA	2	1	0	0	0	2	115318(D8D93),115317(D8D92)	lemma/110668
lithostrotum	N2	n	NcB	2	1	0	1	0	1	23250(l0906),115336(D8DAA)	lemma/110651
litigo	V1		VmF	2	1	0	1	0	1	23262(l0916),148229(D8DAF)	lemma/110661
litra	N1	f	NcA	2	1	0	0	0	2	115350(D8DBB),115349(D8DBA)	lemma/62492
littera	N1	f	NcA	3	1	0	1	0	2	115356(D8DBG),115355(D8DBF),23268(l0922)	lemma/110668
litura	N1	f	NcA	2	1	0	1	0	1	115362(D8DCE),23281(l9887)	lemma/111128
lituro	V1		VmF	2	1	0	1	0	1	115363(D8DCF),23284(l0937)	lemma/110685
litus	N2	m	NcB	2	1	0	0	0	2	115300(D8DD1),115301(D8DD2)	lemma/62506
liuellus	N2	m	NcB	2	1	0	0	0	2	115372(D8DD9),115371(D8DD8)	lemma/62512
liuia	N1	f	NcA	2	1	0	0	0	2	115377(D8DDE),115378(D8DDF)	lemma/62517
liuido	V1		VmF	3	1	0	1	0	2	115380(D8DDG),115381(D8DDH),23291(l0942)	lemma/110691
liuor	N3B	m	NcC	2	1	0	1	0	1	115389(D8DE9),23294(l0946)	lemma/110695
lixa	N1	m	NcA	2	1	0	1	0	1	115405(D8DF6),23296(l0948)	lemma/110697
lixabundus	N2/1	*	Af-	2	1	0	1	0	1	23297(l0949),115406(D8DF7)	lemma/110698
locagium	N2	n	NcB	2	1	0	0	0	2	115427(D8DG6),115426(D8DG5)	lemma/62553
localitas	N3B	f	NcC	2	1	0	1	0	1	23307(l0956),115430(D8DG9)	lemma/110708
locarium	N2	n	NcB	2	1	0	1	0	1	115433(D8DGH),23308(l0957)	lemma/110711
locatim	I		X--	2	1	0	1	0	1	23312(l0959),115438(D8DH2)	lemma/110713
locatio	N3B	f	NcC	3	1	0	1	0	2	115439(D8DH3),115440(D8DH4),23313(l0960)	lemma/110714
locellus	N2	m	NcB	2	1	0	1	0	1	115444(D8DHA),23317(l0963)	lemma/110718
loco	V1		VmF	5	1	0	1	0	4	115418(D8DGE),115417(D8DGD),115416(D8DGC),115419(D8DGF),23319(l0965)	lemma/110720
loculatus	N2/1	*	Af-	2	1	0	1	0	1	23322(l0968),115463(D8E0C)	lemma/110723
loculentus	N2/1	*	Af-	2	1	0	0	0	2	115464(D8E0D),115465(D8E0E)	lemma/62580
loculus	N2	m	NcB	4	1	0	1	0	3	23324(l0970),115462(D8E0H),115461(D8E0G),115460(D8E0F)	lemma/110725
locus	N2	m	NcB	4	1	0	1	0	3	23331(l0360),115422(D8E13),115423(D8E14),115421(D8E12)	lemma/110019
locusta	N1	f	NcA	2	1	0	1	0	1	115468(D8E15),23332(l0977)	lemma/110733
lodia	N1	f	NcA	2	1	0	0	0	2	115473(D8E1A),115474(D8E1B)	lemma/62586
loedoria	N1	f	NcA	2	1	0	1	0	1	115478(D8E1H),23341(l0984)	lemma/110741
logaderius	N2/1	*	Af-	3	1	0	0	0	3	115491(D8E28),115490(D8E27),115489(D8E26)	lemma/62597
logia	N1	f	NcA	2	1	0	0	0	2	115501(D8E30),115502(D8E31)	lemma/62607
logiamentum	N2	n	NcB	2	1	0	0	0	2	115504(D8E33),115503(D8E32)	lemma/62608
logium	N2	n	NcB	4	1	0	0	0	4	115484(D8E3A),115486(D8E3C),115485(D8E3B),115487(D8E3D)	lemma/110743
loguerium	N2	n	NcB	2	1	0	0	0	2	115516(D8E42),115517(D8E43)	lemma/62621
longa	N1	f	NcA	2	1	0	0	0	2	115544(D8E5E),115543(D8E5D)	lemma/62647
longaeuitas	N3B	f	NcC	2	1	0	1	0	1	23366(l1006),115546(D8E5G)	lemma/110766
longaeuo	V1		VmF	2	1	0	1	0	1	43258(l8007),149784(D8E5F)	lemma/111103
longanimis	N3A	*	Af-	2	1	0	1	0	1	115549(D8E61),23369(l1009)	lemma/110770
longarius	N2/1	*	Af-	2	1	0	1	0	1	115552(D8E68),23371(l1013)	lemma/110776
longia	N1	f	NcA	3	1	0	0	0	3	115560(D8E6F),115561(D8E6G),115562(D8E6H)	lemma/62660
longilaterus	N2/1	*	Af-	2	1	0	1	0	1	115564(D8E71),23373(l1014)	lemma/110777
longiloquium	N2	n	NcB	2	1	0	1	0	1	23374(l1015),115565(D8E72)	lemma/110778
longinquo	V1		VmF	2	1	0	1	0	1	23376(l1017),148231(D8E74)	lemma/110780
longitia	N1	f	NcA	2	1	0	1	0	1	115571(D8E79),23382(l1022)	lemma/110785
longitudo	N3B	f	NcC	2	1	0	1	0	1	23384(l1023),115573(D8E7B)	lemma/110786
longiturnus	N2/1	*	Af-	2	1	0	1	0	1	23386(l1026),115574(D8E7C)	lemma/110789
longo	V1		VmF	2	1	0	1	0	1	23388(l1028),115542(D8E64)	lemma/110791
longus	N2/1	*	Af-	2	1	0	1	0	1	23393(l1033),115541(D8E80)	lemma/110796
lonza	N1	f	NcA	3	1	0	0	0	3	115583(D8E83),115582(D8E84),115581(D8E82)	lemma/62674
loquacitas	N3B	f	NcC	2	1	0	1	0	1	115590(D8E8D),23396(l1036)	lemma/110799
loquela	N1	f	NcA	2	1	0	1	0	1	23399(l1039),115595(D8E8H)	lemma/110802
loqutorium	N2	n	NcB	2	1	0	0	0	2	115599(D8E93),115600(D8E94)	lemma/62688
loramentum	N2	n	NcB	2	1	0	1	0	1	23405(l1044),115605(D8E96)	lemma/110808
lorica	N1	f	NcA	2	1	0	1	0	1	23409(l1048),115612(D8E9F)	lemma/110812
lorum	N2	n	NcB	3	1	0	1	0	2	115602(D8EA7),115601(D8EA6),23418(l1055)	lemma/110822
lota	N1	f	NcA	2	1	0	0	0	2	115627(D8EAF),115628(D8EAG)	lemma/62712
lothum	N2	n	NcB	2	1	0	0	0	2	115636(D8EB8),115637(D8EB7)	lemma/62721
lotium	N2	n	NcB	2	1	0	1	0	1	115631(D8EBA),23423(l1060)	lemma/110827
lotura	N1	f	NcA	2	1	0	1	0	1	115654(D8EC5),23427(l0398)	lemma/110061
lotus	N2	m	NcB	2	1	0	0	0	2	115630(D8EC7),115629(D8EC6)	lemma/62734
lubrico	V1		VmF	2	1	0	1	0	1	23433(l1065),115690(D8EE7)	lemma/110832
lubricum	N2	n	NcB	2	1	0	1	0	1	23435(l1067),115688(D8EEB)	lemma/110835
lubricus	N2/1	*	Af-	2	1	0	1	0	1	115689(D8EEC),23436(l1067)	lemma/110834
lucarius	N2/1	*	Af-	3	1	0	0	0	3	115703(D8EF4),115704(D8EF5),115705(D8EF6)	lemma/62777
lucellum	N2	n	NcB	2	1	0	1	0	1	115714(D8EFA),23449(l1074)	lemma/110845
lucellus	N2	m	NcB	2	1	0	0	0	2	115712(D8EFB),115713(D8EFC)	lemma/62781
lucerna	N1	f	NcA	3	1	0	1	0	2	115719(D8EFH),115718(D8EFG),23451(l1076)	lemma/110847
lucernaria	N1	f	NcA	3	1	0	1	0	2	23452(l1077),115725(D8EG0),115726(D8EG1)	lemma/110849
lucernarium	N2	n	NcB	4	1	0	1	0	3	23454(l1077),115720(D8EG2),115721(D8EG3),115722(D8EG4)	lemma/110851
lucernarius	N2/1	*	Af-	2	1	0	0	0	2	115723(D8EG5),115724(D8EG6)	lemma/62785
lucernatus	N2/1	*	Af-	2	1	0	1	0	1	115727(D8EG7),23456(l1079)	lemma/110852
lucernula	N1	f	NcA	2	1	0	1	0	1	23458(l1081),115728(D8EG8)	lemma/110854
lucibilis	N3A	*	Af-	2	1	0	1	0	1	23460(l1082),115734(D8EGF)	lemma/110855
lucido	V1		VmF	2	1	0	1	0	1	23463(l1085),115737(D8EH2)	lemma/110858
lucifluus	N2/1	*	Af-	2	1	0	1	0	1	23468(l1090),115741(D8EH5)	lemma/110863
lucina	N1	f	NcA	3	1	0	1	0	2	23470(l1095),115747(D8EH9),115746(D8EHA)	lemma/110869
lucino	V1		VmF	2	1	0	1	0	1	115745(D8EHB),23471(l1094)	lemma/110867
lucisator	N3B	m	NcC	2	1	0	1	0	1	115750(D8EHE),23475(l1098)	lemma/110872
lucius	N2/1	*	Af-	2	1	0	0	1	1	58961(48117),115697(D8EHG)	lemma/62803
lucror	V1		VmF	2	1	0	0	0	2	148234(D8F01),148233(D8F02)	lemma/110886
lucrum	N2	n	NcB	3	1	0	1	0	2	23493(l1113),115752(D8F07),115751(D8F06)	lemma/110889
luctuosa	N1	f	NcA	2	1	0	0	0	2	115760(D8F0D),115761(D8F0E)	lemma/62809
lucubratio	N3B	f	NcC	2	1	0	1	0	1	115765(D8F0H),23508(l1128)	lemma/110907
luculentia	N1	f	NcA	2	1	0	1	0	1	23514(l1134),115766(D8F13)	lemma/110913
lucus	N2	m	NcB	2	1	0	1	0	1	23520(l1140),115695(D8F16)	lemma/110919
ludarius	N2/1	*	Af-	2	1	0	0	0	2	115776(D8F19),115775(D8F18)	lemma/62816
ludices	N3B	f	NcC	2	1	0	0	0	2	115782(D8F20),115781(D8F28)	lemma/62823
ludificatorius	N2/1	*	Af-	2	1	0	1	0	1	23533(l1151),115784(D8F22)	lemma/110931
ludo	V3		VmH	2	1	0	1	0	1	115769(D8F1D),23539(l1157)	lemma/110939
ludus	N2	m	NcB	3	1	0	1	0	2	115773(D8F2B),115771(D8F3D),23540(l1158)	lemma/110940
lugium	N2	n	NcB	2	1	0	1	0	1	115793(D8F43),23544(l1162)	lemma/110945
luma	N1	f	NcA	3	1	0	1	0	2	115811(D8F51),115812(D8F52),23547(l1165)	lemma/110948
lumbare	N3B	n	NcC	2	1	0	1	0	1	115818(D8F55),23550(l1168)	lemma/110952
lumbellus	N2	m	NcB	2	1	0	1	0	1	23552(l1170),115820(D8F56)	lemma/110953
lumbulus	N2	m	NcB	2	1	0	1	0	1	115826(D8F5E),23555(l1173)	lemma/110957
lumbus	N2	m	NcB	3	1	0	1	0	2	23556(l1174),115816(D8F5G),115815(D8F5F)	lemma/110958
lumen	N3B	n	NcC	4	1	0	1	0	3	23558(l1176),115836(D8F61),115835(D8F60),115834(D8F5H)	lemma/110960
luminare	N3B	n	NcC	3	1	0	0	0	3	115840(D8F6A),115841(D8F6B),115842(D8F6C)	lemma/110961
luminarii	N2	m	NcB	2	1	0	0	0	2	115843(D8F6D),115844(D8F6E)	lemma/62868
luminositas	N3B	f	NcC	2	1	0	0	0	2	115847(D8F70),115848(D8F71)	lemma/62871
luna	N1	f	NcA	4	1	0	1	0	3	115853(D8F76),115851(D8F74),115852(D8F75),23562(l1180)	lemma/110964
lunaticus	N2/1	*	Af-	2	1	0	1	0	1	115861(D8F7E),23564(l1182)	lemma/110966
luno	V1		VmF	2	1	0	1	0	1	115850(D8F78),23565(l1183)	lemma/110967
lunula	N1	f	NcA	3	1	0	1	0	2	115872(D8F88),115873(D8F89),23566(l1184)	lemma/110968
luparius	N2	m	NcB	2	1	0	1	0	1	115887(D8F92),23574(l1190)	lemma/110976
lupatria	N1	f	NcA	2	1	0	1	0	1	23577(l1191),115889(D8F94)	lemma/110977
lupinus	N2	m	NcB	2	1	0	1	0	1	23586(l1197),115898(D8F9G)	lemma/110988
lupio	V4		VmL	3	1	0	1	0	2	23588(l1198),115900(D8FA0),115899(D8F9H)	lemma/110990
lupus	N2	m	NcB	5	1	0	1	0	4	115879(D8FAB),115876(D8FA8),115877(D8FA9),115878(D8FAA),23591(l1186)	lemma/110971
lura	N1	f	NcA	2	1	0	1	0	1	115912(D8FAE),23592(l1201)	lemma/110993
luridatus	N2/1	*	Af-	2	1	0	1	0	1	115919(D8FB3),23597(l1206)	lemma/110999
luscus	N2/1	*	Af-	3	1	0	1	0	2	23609(l1216),115925(D8FB9),115924(D8FB8)	lemma/111009
lusor	N3B	m	NcC	2	1	0	1	0	1	23613(l1220),115929(D8FBC)	lemma/111016
lusoriae	N1	f	NcA	2	1	0	1	0	1	115932(D8FBE),43687(l1222)	lemma/111017
lusorium	N2	n	NcB	2	1	0	1	0	1	115930(D8FBG),23614(l1220)	lemma/111015
lustriuagus	N2/1	*	Af-	2	1	0	1	0	1	23627(l1231),115944(D8FC6)	lemma/111027
lustro	V1		VmF	2	1	0	0	0	2	115941(D8FC5),115940(D8FC4)	lemma/111029
lusus	N4	m	NcD	2	1	0	1	0	1	115923(D8FCD),23632(l9903)	lemma/111145
luter	N3B	m	NcC	2	1	0	1	0	1	115957(D8FCH),23637(l1239)	lemma/111036
lutina	N1	f	NcA	2	1	0	1	0	1	115963(D8FDA),23640(l1242)	lemma/111040
lutra	N1	f	NcA	2	1	0	1	0	1	23645(l1246),115966(D8FDE)	lemma/111044
lutus	N2	m	NcB	2	1	0	1	0	1	115946(D8FE1),23648(l9911)	lemma/111155
luxuria	N1	f	NcA	2	1	0	1	0	1	23655(l1253),115974(D8FE6)	lemma/111051
lycisca	N1	f	NcA	2	1	0	1	0	1	23673(l1269),115981(D8FEE)	lemma/111070
lympho	V1		VmF	2	1	0	1	0	1	23687(l1280),148236(D8FF2)	lemma/111083
maccius	N2/1	*	Af-	2	1	0	0	1	1	116018(D8FGD),59286(48769)	lemma/62990
macella	N1	f	NcA	2	1	0	0	0	2	116027(D8FH2),116026(D8FH1)	lemma/62996
macellarius	N2/1	*	Af-	2	1	0	1	0	1	23716(m0006),116035(D8FH8)	lemma/111170
macello	V1		VmF	3	1	0	0	0	3	116028(D8FH4),116029(D8FH5),116030(D8FH6)	lemma/62998
macellus	N2	m	NcB	4	1	0	1	0	3	23719(m0008),116033(D8FHG),116031(D8FHE),116032(D8FHF)	lemma/111173
macera	N1	f	NcA	2	1	0	0	0	2	116044(D8G01),116045(D8G02)	lemma/111187
maceratio	N3B	f	NcC	2	1	0	1	0	1	116049(D8G05),23723(m0011)	lemma/111177
maceria	N1	f	NcA	4	1	0	1	0	3	43689(m0013),116050(D8G07),116052(D8G09),116051(D8G08)	lemma/111179
macerius	N2/1	*	Af-	3	1	0	0	1	2	59309(48816),116046(D8G0B),116047(D8G0C)	lemma/63008
macero	V1		VmF	2	1	0	1	0	1	116043(D8G03),23730(m0017)	lemma/111184
machaera	N1	f	NcA	2	1	0	1	0	1	116056(D8G0H),23731(m0019)	lemma/111187
macheria	N1	f	NcA	2	1	0	0	0	2	116062(D8G16),116063(D8G17)	lemma/63017
machina	N1	f	NcA	2	1	0	1	0	1	116071(D8G1F),23734(m0022)	lemma/111190
machinamentum	N2	n	NcB	6	1	0	1	0	5	23737(m0025),116074(D8G1H),116075(D8G20),116076(D8G22),116077(D8G23),116073(D8G1G)	lemma/111193
machinator	N3B	m	NcC	2	1	0	1	0	1	23741(m0028),116081(D8G28)	lemma/111197
machino	V1		VmF	2	1	0	0	0	2	116069(D8G25),116070(D8G26)	lemma/63026
machinosus	N2/1	*	Af-	2	1	0	1	0	1	23745(m0031),116084(D8G2F)	lemma/111200
machio	N3B	m	NcC	2	1	0	1	0	1	23747(m0033),116085(D8G2G)	lemma/111202
macia	N1	f	NcA	2	1	0	1	0	1	116008(D8G3D),23748(m0034)	lemma/111203
macina	N1	f	NcA	2	1	0	0	0	2	116107(D8G46),116106(D8G45)	lemma/63050
macinata	N1	f	NcA	2	1	0	0	0	2	116110(D8G4A),116109(D8G49)	lemma/63052
macino	V1		VmF	2	1	0	1	0	1	116105(D8G47),23753(m0038)	lemma/111208
macis	N3B	m	NcC	2	1	0	0	0	2	116010(D8G4H),116009(D8G4G)	lemma/63058
macrochera	N1	f	NcA	2	1	0	1	0	1	23761(m0046),116127(D8G5D)	lemma/111216
mactatio	N3B	f	NcC	2	1	0	1	0	1	23765(m0050),116134(D8G61)	lemma/111220
macto	V1		VmF	3	1	0	1	0	2	116132(D8G60),116131(D8G5H),23769(m0053)	lemma/111223
macula	N1	f	NcA	4	1	0	1	0	3	116140(D8G69),116142(D8G6B),116141(D8G6A),23772(m0055)	lemma/111225
maculo	V1		VmF	2	1	0	1	0	1	116144(D8G6D),23775(m0058)	lemma/111228
maculosus	N2/1	*	Af-	2	1	0	1	0	1	23776(m0059),116149(D8G6H)	lemma/111229
maderia	N1	f	NcA	2	1	0	0	0	2	116163(D8G7D),116162(D8G7C)	lemma/63091
maderinus	N2/1	*	Af-	2	1	0	0	0	2	116165(D8G7F),116164(D8G7E)	lemma/63092
madido	V1		VmF	2	1	0	1	0	1	148237(D8G81),23781(m0065)	lemma/111236
madius	N2/1	*	Af-	3	1	0	0	1	2	116156(D8G87),116155(D8G86),59402(48988)	lemma/63100
maea	N1	f	NcA	2	1	0	1	0	1	116183(D8G91),23787(m0070)	lemma/111242
maenianum	N2	n	NcB	2	1	0	1	0	1	23791(m0200),116186(D8G94)	lemma/111401
maeria	N1	f	NcA	4	1	0	0	0	4	116192(D8G9C),116189(D8G99),116190(D8G9A),116191(D8G9B)	lemma/63117
magalia	N1	f	NcA	2	1	0	0	0	2	116205(D8GA6),116206(D8GA7)	lemma/63127
magida	N1	f	NcA	2	1	0	1	0	1	23813(m0096),116216(D8GB1)	lemma/111272
magis	I		X--	2	1	0	1	0	1	116221(D8GB7),23817(m0095)	lemma/111271
magister	N2	m	NcB	4	1	0	1	0	3	116247(D8GBE),116246(D8GBD),116245(D8GBC),23819(m0097)	lemma/111274
magisterium	N2	n	NcB	12	1	0	1	0	11	116227(D8GC3),116226(D8GC2),116236(D8GCC),116235(D8GCB),116234(D8GCA),116233(D8GC9),116232(D8GC8),116231(D8GC7),116230(D8GC6),116229(D8GC5),116228(D8GC4),23820(m0098)	lemma/111276
magistra	N1	f	NcA	4	1	0	1	0	3	23822(m0074),116244(D8GCF),116243(D8GCE),116242(D8GCD)	lemma/111246
magistratio	N3B	f	NcC	3	1	0	1	0	2	116259(D8GD3),116260(D8GD4),23825(m0102)	lemma/111280
magistria	N1	f	NcA	2	1	0	0	0	2	116263(D8GDG),116262(D8GDF)	lemma/63154
magistrianus	N2/1	*	Af-	2	1	0	1	0	1	116264(D8GE0),23828(m0104)	lemma/111284
